x	y	epresenceScore	epresence	eorientScore	eorient	ecorr
GU.92_<<_GU.921	GU.92	GU.921	0.371132681808954	1	NA	1	NA
GU.1020_<<_GU.2735	GU.1020	GU.2735	0.234056765917696	1	NA	1	NA
GU.1020_<<_GU.860	GU.1020	GU.860	0.218369281418199	1	NA	1	NA
GU.1020_<<_GU.124	GU.1020	GU.124	0.218369281418199	1	NA	1	NA
GU.921_<<_GU.6266	GU.921	GU.6266	0.200569667938323	1	NA	1	NA
GU.1020_<<_GU.921	GU.1020	GU.921	0.192183376557195	1	NA	1	NA
GU.2735_<<_GU.3831	GU.2735	GU.3831	0.134705562495045	1	NA	1	NA
GU.92_<<_GU.2735	GU.92	GU.2735	0.132257122422353	1	NA	1	NA
GU.92_<<_GU.124	GU.92	GU.124	0.109591046774762	1	NA	1	NA
GU.860_<<_GU.358	GU.860	GU.358	0.0598094576062596	1	NA	1	NA
GU.1020_<<_GU.92	GU.1020	GU.92	0	0	NA	0	NA
GU.1020_<<_GU.3831	GU.1020	GU.3831	0	0	NA	0	NA
GU.1020_<<_GU.358	GU.1020	GU.358	0	0	NA	0	NA
GU.1020_<<_GU.6266	GU.1020	GU.6266	0	0	NA	0	NA
GU.92_<<_GU.860	GU.92	GU.860	0	0	NA	0	NA
GU.92_<<_GU.3831	GU.92	GU.3831	0	0	NA	0	NA
GU.92_<<_GU.358	GU.92	GU.358	0	0	NA	0	NA
GU.92_<<_GU.6266	GU.92	GU.6266	0	0	NA	0	NA
GU.2735_<<_GU.860	GU.2735	GU.860	0	0	NA	0	NA
GU.2735_<<_GU.921	GU.2735	GU.921	0	0	NA	0	NA
GU.2735_<<_GU.124	GU.2735	GU.124	0	0	NA	0	NA
GU.2735_<<_GU.358	GU.2735	GU.358	0	0	NA	0	NA
GU.2735_<<_GU.6266	GU.2735	GU.6266	0	0	NA	0	NA
GU.860_<<_GU.921	GU.860	GU.921	0	0	NA	0	NA
GU.860_<<_GU.124	GU.860	GU.124	0	0	NA	0	NA
GU.860_<<_GU.3831	GU.860	GU.3831	0	0	NA	0	NA
GU.860_<<_GU.6266	GU.860	GU.6266	0	0	NA	0	NA
GU.921_<<_GU.124	GU.921	GU.124	0	0	NA	0	NA
GU.921_<<_GU.3831	GU.921	GU.3831	0	0	NA	0	NA
GU.921_<<_GU.358	GU.921	GU.358	0	0	NA	0	NA
GU.124_<<_GU.3831	GU.124	GU.3831	0	0	NA	0	NA
GU.124_<<_GU.358	GU.124	GU.358	0	0	NA	0	NA
GU.124_<<_GU.6266	GU.124	GU.6266	0	0	NA	0	NA
GU.3831_<<_GU.358	GU.3831	GU.358	0	0	NA	0	NA
GU.3831_<<_GU.6266	GU.3831	GU.6266	0	0	NA	0	NA
GU.358_<<_GU.6266	GU.358	GU.6266	0	0	NA	0	NA
