x	y	epresenceScore	epresence	eorientScore	eorient	ecorr
GU.178_<<_GU.1020	GU.178	GU.1020	0.45674228675343	1	NA	1	NA
GU.95_<<_GU.328	GU.95	GU.328	0.298769371768588	1	NA	1	NA
GU.95_<<_GU.249	GU.95	GU.249	0.298769371768588	1	NA	1	NA
GU.328_<<_GU.249	GU.328	GU.249	0.298769371768588	1	NA	1	NA
GU.973_<<_GU.95	GU.973	GU.95	0.20238767157321	1	NA	1	NA
GU.973_<<_GU.328	GU.973	GU.328	0.20238767157321	1	NA	1	NA
GU.973_<<_GU.249	GU.973	GU.249	0.20238767157321	1	NA	1	NA
GU.699_<<_GU.2616	GU.699	GU.2616	0.187944147734172	1	NA	1	NA
GU.699_<<_GU.805	GU.699	GU.805	0.187944147734172	1	NA	1	NA
GU.2616_<<_GU.805	GU.2616	GU.805	0.187944147734172	1	NA	1	NA
GU.1020_<<_GU.973	GU.1020	GU.973	0.0970041218556812	1	NA	1	NA
GU.178_<<_GU.95	GU.178	GU.95	0.078608402353312	1	NA	1	NA
GU.178_<<_GU.328	GU.178	GU.328	0.078608402353312	1	NA	1	NA
GU.178_<<_GU.249	GU.178	GU.249	0.078608402353312	1	NA	1	NA
GU.178_<<_GU.699	GU.178	GU.699	0.037910958377593	1	NA	1	NA
GU.178_<<_GU.2616	GU.178	GU.2616	0.037910958377593	1	NA	1	NA
GU.178_<<_GU.805	GU.178	GU.805	0.037910958377593	1	NA	1	NA
GU.178_<<_GU.973	GU.178	GU.973	0	0	NA	0	NA
GU.1020_<<_GU.95	GU.1020	GU.95	0	0	NA	0	NA
GU.1020_<<_GU.328	GU.1020	GU.328	0	0	NA	0	NA
GU.1020_<<_GU.249	GU.1020	GU.249	0	0	NA	0	NA
GU.1020_<<_GU.699	GU.1020	GU.699	0	0	NA	0	NA
GU.1020_<<_GU.2616	GU.1020	GU.2616	0	0	NA	0	NA
GU.1020_<<_GU.805	GU.1020	GU.805	0	0	NA	0	NA
GU.973_<<_GU.699	GU.973	GU.699	0	0	NA	0	NA
GU.973_<<_GU.2616	GU.973	GU.2616	0	0	NA	0	NA
GU.973_<<_GU.805	GU.973	GU.805	0	0	NA	0	NA
GU.95_<<_GU.699	GU.95	GU.699	0	0	NA	0	NA
GU.95_<<_GU.2616	GU.95	GU.2616	0	0	NA	0	NA
GU.95_<<_GU.805	GU.95	GU.805	0	0	NA	0	NA
GU.328_<<_GU.699	GU.328	GU.699	0	0	NA	0	NA
GU.328_<<_GU.2616	GU.328	GU.2616	0	0	NA	0	NA
GU.328_<<_GU.805	GU.328	GU.805	0	0	NA	0	NA
GU.249_<<_GU.699	GU.249	GU.699	0	0	NA	0	NA
GU.249_<<_GU.2616	GU.249	GU.2616	0	0	NA	0	NA
GU.249_<<_GU.805	GU.249	GU.805	0	0	NA	0	NA
