x	y	epresenceScore	epresence	eorientScore	eorient	ecorr
GU.760_<<_GU.2735	GU.760	GU.2735	0.472386865845414	1	NA	1	NA
GU.3349_<<_GU.2735	GU.3349	GU.2735	0.472386865845414	1	NA	1	NA
GU.860_<<_GU.973	GU.860	GU.973	0.200569667938323	1	NA	1	NA
GU.6433_<<_GU.916	GU.6433	GU.916	0.187944147734172	1	NA	1	NA
GU.905_<<_GU.3349	GU.905	GU.3349	0.156706524792785	1	NA	1	NA
GU.2735_<<_GU.3831	GU.2735	GU.3831	0.134705562495045	1	NA	1	NA
GU.3349_<<_GU.860	GU.3349	GU.860	0.109591046774762	1	NA	1	NA
GU.973_<<_GU.6433	GU.973	GU.6433	0.0915624475387951	1	NA	1	NA
GU.973_<<_GU.916	GU.973	GU.916	0.0915624475387951	1	NA	1	NA
GU.760_<<_GU.6433	GU.760	GU.6433	0.0473776961321124	1	NA	1	NA
GU.760_<<_GU.916	GU.760	GU.916	0.0473776961321124	1	NA	1	NA
GU.905_<<_GU.6433	GU.905	GU.6433	0.0473776961321124	1	NA	1	NA
GU.905_<<_GU.916	GU.905	GU.916	0.0473776961321124	1	NA	1	NA
GU.760_<<_GU.905	GU.760	GU.905	0	0	NA	0	NA
GU.760_<<_GU.3349	GU.760	GU.3349	0	0	NA	0	NA
GU.760_<<_GU.860	GU.760	GU.860	0	0	NA	0	NA
GU.760_<<_GU.3831	GU.760	GU.3831	0	0	NA	0	NA
GU.760_<<_GU.973	GU.760	GU.973	0	0	NA	0	NA
GU.905_<<_GU.2735	GU.905	GU.2735	0	0	NA	0	NA
GU.905_<<_GU.860	GU.905	GU.860	0	0	NA	0	NA
GU.905_<<_GU.3831	GU.905	GU.3831	0	0	NA	0	NA
GU.905_<<_GU.973	GU.905	GU.973	0	0	NA	0	NA
GU.3349_<<_GU.3831	GU.3349	GU.3831	0	0	NA	0	NA
GU.3349_<<_GU.973	GU.3349	GU.973	0	0	NA	0	NA
GU.3349_<<_GU.6433	GU.3349	GU.6433	0	0	NA	0	NA
GU.3349_<<_GU.916	GU.3349	GU.916	0	0	NA	0	NA
GU.2735_<<_GU.860	GU.2735	GU.860	0	0	NA	0	NA
GU.2735_<<_GU.973	GU.2735	GU.973	0	0	NA	0	NA
GU.2735_<<_GU.6433	GU.2735	GU.6433	0	0	NA	0	NA
GU.2735_<<_GU.916	GU.2735	GU.916	0	0	NA	0	NA
GU.860_<<_GU.3831	GU.860	GU.3831	0	0	NA	0	NA
GU.860_<<_GU.6433	GU.860	GU.6433	0	0	NA	0	NA
GU.860_<<_GU.916	GU.860	GU.916	0	0	NA	0	NA
GU.3831_<<_GU.973	GU.3831	GU.973	0	0	NA	0	NA
GU.3831_<<_GU.6433	GU.3831	GU.6433	0	0	NA	0	NA
GU.3831_<<_GU.916	GU.3831	GU.916	0	0	NA	0	NA
